date,developer,commits,bugs,total_commits,total_bugs,hr
201003,jer,449,45,35607,1651,developer
201004,jer,434,29,36041,1680,developer
201005,jer,867,66,36908,1746,developer
201006,jer,659,37,37567,1783,developer
201007,jer,2298,119,39865,1902,developer
201008,jer,1139,95,41004,1997,developer
201009,jer,797,128,41801,2125,developer
201010,jer,1257,93,43058,2218,developer
201011,jer,992,65,44050,2283,developer
201012,jer,989,95,45039,2378,developer
201101,jer,1003,77,46042,2455,developer
201102,jer,424,58,46466,2513,developer
201103,jer,846,80,47312,2593,developer
201104,jer,872,70,48184,2663,developer
201105,jer,555,89,48739,2752,developer
201106,jer,894,92,49633,2844,developer
201107,jer,321,31,49954,2875,developer
201108,jer,717,80,50671,2955,developer
201109,jer,488,28,51159,2983,developer
201110,jer,1619,74,52778,3057,developer
201111,jer,727,67,53505,3124,developer
201112,jer,1095,96,54600,3220,developer
201201,jer,568,70,55168,3290,developer
201202,jer,1551,137,56719,3427,developer
201203,jer,669,68,57388,3495,developer
201204,jer,684,78,58072,3573,developer
201205,jer,883,84,58955,3657,developer
201206,jer,1030,64,59985,3721,developer
201207,jer,779,65,60764,3786,developer
201208,jer,854,110,61618,3896,developer
201209,jer,561,95,62179,3991,developer
201210,jer,704,99,62883,4090,developer
201211,jer,1004,108,63887,4198,developer
201212,jer,822,113,64709,4311,developer
201301,jer,898,89,65607,4400,developer
201302,jer,659,109,66266,4509,developer
201303,jer,662,73,66928,4582,developer
201304,jer,923,86,67851,4668,developer
201305,jer,848,89,68699,4757,developer
201306,jer,751,76,69450,4833,developer
201307,jer,864,115,70314,4948,developer
201308,jer,774,97,71088,5045,developer
201309,jer,545,69,71633,5114,developer
201310,jer,1189,76,72822,5190,developer
201311,jer,658,61,73480,5251,developer
201312,jer,905,95,74385,5346,developer
201401,jer,856,124,75241,5470,developer
201402,jer,808,93,76049,5563,developer
201403,jer,1134,23,77183,5586,developer
201404,jer,163,,77346,5586,developer
200412,marienz,,1,0,1,recruit
200511,marienz,251,11,251,12,developer
200512,marienz,116,8,367,20,developer
200601,marienz,113,10,480,30,developer
200602,marienz,432,10,912,40,developer
200603,marienz,61,1,973,41,developer
200604,marienz,2615,4,3588,45,developer
200605,marienz,195,5,3783,50,developer
200606,marienz,146,2,3929,52,developer
200607,marienz,31,6,3960,58,developer
200608,marienz,9,2,3969,60,developer
200609,marienz,176,12,4145,72,developer
200610,marienz,115,5,4260,77,developer
200611,marienz,103,6,4363,83,developer
200612,marienz,13,,4376,83,developer
200701,marienz,89,,4465,83,developer
200702,marienz,97,17,4562,100,developer
200703,marienz,129,5,4691,105,developer
200704,marienz,25,3,4716,108,developer
200705,marienz,42,10,4758,118,developer
200706,marienz,65,2,4823,120,developer
200711,marienz,,1,4823,121,developer
200803,marienz,,,4823,121,retired
201102,marienz,2,,4825,121,developer
201110,marienz,,1,4825,122,developer
201112,marienz,,1,4825,123,developer
201202,marienz,53,5,4878,128,developer
201203,marienz,18,,4896,128,developer
201204,marienz,4,1,4900,129,developer
201205,marienz,16,2,4916,131,developer
201206,marienz,46,9,4962,140,developer
201207,marienz,5,1,4967,141,developer
201208,marienz,4,1,4971,142,developer
201209,marienz,31,3,5002,145,developer
201210,marienz,66,1,5068,146,developer
201301,marienz,2,,5070,146,developer
201303,marienz,,1,5070,147,developer
201304,marienz,1,,5071,147,developer
201305,marienz,3,,5074,147,developer
201307,marienz,2,,5076,147,developer
201312,marienz,,1,5076,148,developer
200511,nattfodd,110,4,110,4,developer
200512,nattfodd,54,7,164,11,developer
200601,nattfodd,151,16,315,27,developer
200602,nattfodd,87,9,402,36,developer
200603,nattfodd,91,6,493,42,developer
200604,nattfodd,52,3,545,45,developer
200605,nattfodd,65,5,610,50,developer
200606,nattfodd,13,4,623,54,developer
200607,nattfodd,62,5,685,59,developer
200608,nattfodd,14,4,699,63,developer
200609,nattfodd,43,5,742,68,developer
200610,nattfodd,80,12,822,80,developer
200611,nattfodd,78,8,900,88,developer
200612,nattfodd,21,4,921,92,developer
200701,nattfodd,8,,929,92,developer
200702,nattfodd,89,8,1018,100,developer
200703,nattfodd,383,1,1401,101,retired
200704,nattfodd,6,,1407,101,retired
200705,nattfodd,,3,1407,104,retired
200708,nattfodd,,1,1407,105,retired
200801,nattfodd,,2,1407,107,retired
200905,nattfodd,,1,1407,108,retired
200510,sanchan,,1,0,1,recruit
200512,sanchan,11,2,11,3,developer
200601,sanchan,64,4,75,7,developer
200602,sanchan,66,5,141,12,developer
200603,sanchan,16,1,157,13,developer
200606,sanchan,23,3,180,16,developer
200607,sanchan,27,2,207,18,developer
200608,sanchan,26,1,233,19,developer
200609,sanchan,34,5,267,24,developer
200610,sanchan,21,5,288,29,developer
200611,sanchan,77,2,365,31,developer
200612,sanchan,18,3,383,34,developer
200701,sanchan,29,4,412,38,developer
200702,sanchan,19,,431,38,developer
200703,sanchan,42,,473,38,retired
200508,tsunam,,2,0,2,recruit
200509,tsunam,,1,0,3,recruit
200512,tsunam,68,5,68,8,developer
200601,tsunam,490,2,558,10,developer
200602,tsunam,175,8,733,18,developer
200603,tsunam,209,9,942,27,developer
200604,tsunam,184,10,1126,37,developer
200605,tsunam,141,5,1267,42,developer
200606,tsunam,135,14,1402,56,developer
200607,tsunam,568,23,1970,79,developer
200608,tsunam,282,14,2252,93,developer
200609,tsunam,343,21,2595,114,developer
200610,tsunam,636,20,3231,134,developer
200611,tsunam,77,5,3308,139,developer
200612,tsunam,172,12,3480,151,developer
200701,tsunam,4,1,3484,152,developer
200702,tsunam,12,3,3496,155,developer
200703,tsunam,84,4,3580,159,developer
200705,tsunam,7,1,3587,160,developer
200706,tsunam,15,7,3602,167,developer
200707,tsunam,14,1,3616,168,developer
200708,tsunam,2,,3618,168,developer
200709,tsunam,2,,3620,168,developer
200710,tsunam,6,,3626,168,developer
200801,tsunam,15,,3641,168,developer
200802,tsunam,6,,3647,168,developer
200803,tsunam,3,1,3650,169,developer
200804,tsunam,3,2,3653,171,developer
200805,tsunam,,1,3653,172,developer
200806,tsunam,1,2,3654,174,developer
200807,tsunam,2,,3656,174,developer
200808,tsunam,2,1,3658,175,developer
200811,tsunam,19,,3677,175,developer
200812,tsunam,5,2,3682,177,developer
200901,tsunam,3,1,3685,178,developer
200904,tsunam,,2,3685,180,developer
200907,tsunam,19,1,3704,181,developer
200909,tsunam,25,3,3729,184,developer
200910,tsunam,,1,3729,185,developer
200911,tsunam,2,,3731,185,developer
201001,tsunam,,1,3731,186,developer
201003,tsunam,,2,3731,188,developer
201004,tsunam,9,,3740,188,developer
201005,tsunam,2,,3742,188,developer
201008,tsunam,,1,3742,189,developer
201302,tsunam,,,3742,189,retired
200512,hd_brummy,49,1,49,1,developer
200601,hd_brummy,97,,146,1,developer
200602,hd_brummy,126,1,272,2,developer
200603,hd_brummy,304,1,576,3,developer
200604,hd_brummy,106,1,682,4,developer
200605,hd_brummy,181,1,863,5,developer
200606,hd_brummy,40,,903,5,developer
200607,hd_brummy,51,,954,5,developer
200608,hd_brummy,10,,964,5,developer
200609,hd_brummy,119,2,1083,7,developer
200610,hd_brummy,63,3,1146,10,developer
200611,hd_brummy,36,,1182,10,developer
200612,hd_brummy,11,,1193,10,developer
200701,hd_brummy,226,,1419,10,developer
200702,hd_brummy,24,1,1443,11,developer
200703,hd_brummy,62,2,1505,13,developer
200704,hd_brummy,32,1,1537,14,developer
200705,hd_brummy,40,,1577,14,developer
200706,hd_brummy,33,,1610,14,developer
200707,hd_brummy,37,1,1647,15,developer
200708,hd_brummy,37,4,1684,19,developer
200709,hd_brummy,49,2,1733,21,developer
200710,hd_brummy,20,1,1753,22,developer
200711,hd_brummy,67,2,1820,24,developer
200712,hd_brummy,152,7,1972,31,developer
200801,hd_brummy,131,4,2103,35,developer
200802,hd_brummy,67,3,2170,38,developer
200803,hd_brummy,217,5,2387,43,developer
200804,hd_brummy,19,3,2406,46,developer
200805,hd_brummy,11,,2417,46,developer
200806,hd_brummy,33,5,2450,51,developer
200807,hd_brummy,4,1,2454,52,developer
200808,hd_brummy,16,2,2470,54,developer
200809,hd_brummy,3,,2473,54,developer
200810,hd_brummy,26,1,2499,55,developer
200811,hd_brummy,52,,2551,55,developer
200812,hd_brummy,3,2,2554,57,developer
200901,hd_brummy,86,5,2640,62,developer
200902,hd_brummy,42,2,2682,64,developer
200903,hd_brummy,53,3,2735,67,developer
200904,hd_brummy,87,,2822,67,developer
200905,hd_brummy,90,1,2912,68,developer
200906,hd_brummy,3,1,2915,69,developer
200907,hd_brummy,,1,2915,70,developer
200908,hd_brummy,9,,2924,70,developer
200910,hd_brummy,57,3,2981,73,developer
200912,hd_brummy,15,3,2996,76,developer
201001,hd_brummy,34,1,3030,77,developer
201002,hd_brummy,10,,3040,77,developer
201003,hd_brummy,38,,3078,77,developer
201004,hd_brummy,25,,3103,77,developer
201005,hd_brummy,17,,3120,77,developer
201006,hd_brummy,17,2,3137,79,developer
201007,hd_brummy,3,1,3140,80,developer
201009,hd_brummy,54,5,3194,85,developer
201011,hd_brummy,12,,3206,85,developer
201012,hd_brummy,215,28,3421,113,developer
201101,hd_brummy,461,13,3882,126,developer
201102,hd_brummy,81,8,3963,134,developer
201103,hd_brummy,53,2,4016,136,developer
201104,hd_brummy,12,,4028,136,developer
201105,hd_brummy,3,1,4031,137,developer
201107,hd_brummy,4,,4035,137,developer
201109,hd_brummy,59,5,4094,142,developer
201110,hd_brummy,104,1,4198,143,developer
201111,hd_brummy,13,1,4211,144,developer
201112,hd_brummy,5,1,4216,145,developer
201201,hd_brummy,14,3,4230,148,developer
201202,hd_brummy,192,16,4422,164,developer
201203,hd_brummy,104,3,4526,167,developer
201204,hd_brummy,126,7,4652,174,developer
201205,hd_brummy,130,1,4782,175,developer
201206,hd_brummy,166,10,4948,185,developer
201207,hd_brummy,46,9,4994,194,developer
201208,hd_brummy,14,3,5008,197,developer
201209,hd_brummy,32,2,5040,199,developer
201210,hd_brummy,43,6,5083,205,developer
201211,hd_brummy,20,4,5103,209,developer
201212,hd_brummy,39,1,5142,210,developer
201301,hd_brummy,35,3,5177,213,developer
201302,hd_brummy,13,,5190,213,developer
201303,hd_brummy,120,,5310,213,developer
201304,hd_brummy,51,1,5361,214,developer
201305,hd_brummy,29,5,5390,219,developer
201306,hd_brummy,93,7,5483,226,developer
201307,hd_brummy,10,2,5493,228,developer
201309,hd_brummy,33,3,5526,231,developer
201310,hd_brummy,34,1,5560,232,developer
201311,hd_brummy,85,7,5645,239,developer
201312,hd_brummy,6,,5651,239,developer
201401,hd_brummy,370,27,6021,266,developer
201402,hd_brummy,275,16,6296,282,developer
201403,hd_brummy,49,6,6345,288,developer
201404,hd_brummy,6,,6351,288,developer
200501,earthwings,,2,0,2,recruit
200512,earthwings,,,0,2,developer
200911,earthwings,,1,0,3,developer
200408,pva,,1,0,1,recruit
200409,pva,,1,0,2,recruit
200410,pva,,1,0,3,recruit
200412,pva,,2,0,5,recruit
200512,pva,3,1,3,6,developer
200601,pva,103,16,106,22,developer
200602,pva,21,2,127,24,developer
200603,pva,5,,132,24,developer
200604,pva,6,1,138,25,developer
200605,pva,34,4,172,29,developer
200606,pva,125,11,297,40,developer
200607,pva,52,6,349,46,developer
200608,pva,105,4,454,50,developer
200609,pva,114,6,568,56,developer
200610,pva,110,11,678,67,developer
200611,pva,91,3,769,70,developer
200612,pva,52,3,821,73,developer
200701,pva,85,7,906,80,developer
200702,pva,132,13,1038,93,developer
200703,pva,87,10,1125,103,developer
200704,pva,129,10,1254,113,developer
200705,pva,138,17,1392,130,developer
200706,pva,47,4,1439,134,developer
200707,pva,235,8,1674,142,developer
200708,pva,162,24,1836,166,developer
200709,pva,163,10,1999,176,developer
200710,pva,28,4,2027,180,developer
200711,pva,166,12,2193,192,developer
200712,pva,211,20,2404,212,developer
200801,pva,274,27,2678,239,developer
200802,pva,133,12,2811,251,developer
200803,pva,250,20,3061,271,developer
200804,pva,373,14,3434,285,developer
200805,pva,253,38,3687,323,developer
200806,pva,161,29,3848,352,developer
200807,pva,92,18,3940,370,developer
200808,pva,200,21,4140,391,developer
200809,pva,301,37,4441,428,developer
200810,pva,331,43,4772,471,developer
200811,pva,488,45,5260,516,developer
200812,pva,267,46,5527,562,developer
200901,pva,395,52,5922,614,developer
200902,pva,179,32,6101,646,developer
200903,pva,350,42,6451,688,developer
200904,pva,143,13,6594,701,developer
200905,pva,259,25,6853,726,developer
200906,pva,281,23,7134,749,developer
200907,pva,120,20,7254,769,developer
200908,pva,58,7,7312,776,developer
200909,pva,41,8,7353,784,developer
200910,pva,279,41,7632,825,developer
200911,pva,133,16,7765,841,developer
200912,pva,623,61,8388,902,developer
201001,pva,198,64,8586,966,developer
201002,pva,475,46,9061,1012,developer
201003,pva,110,28,9171,1040,developer
201004,pva,169,31,9340,1071,developer
201005,pva,572,54,9912,1125,developer
201006,pva,216,42,10128,1167,developer
201007,pva,113,15,10241,1182,developer
201008,pva,133,24,10374,1206,developer
201009,pva,140,17,10514,1223,developer
201010,pva,167,25,10681,1248,developer
201011,pva,194,24,10875,1272,developer
201012,pva,192,20,11067,1292,developer
201101,pva,49,8,11116,1300,developer
201102,pva,42,10,11158,1310,developer
201103,pva,84,16,11242,1326,developer
201104,pva,239,65,11481,1391,developer
201105,pva,196,35,11677,1426,developer
201106,pva,281,55,11958,1481,developer
201107,pva,117,17,12075,1498,developer
201108,pva,91,13,12166,1511,developer
201109,pva,216,46,12382,1557,developer
201110,pva,262,54,12644,1611,developer
201111,pva,33,1,12677,1612,developer
201112,pva,96,23,12773,1635,developer
201201,pva,3,2,12776,1637,developer
201202,pva,3,2,12779,1639,developer
201203,pva,58,6,12837,1645,developer
201204,pva,,2,12837,1647,developer
201205,pva,19,6,12856,1653,developer
201206,pva,7,2,12863,1655,developer
201207,pva,7,1,12870,1656,developer
201208,pva,,1,12870,1657,developer
201210,pva,4,,12874,1657,developer
201212,pva,,1,12874,1658,developer
201301,pva,,1,12874,1659,developer
201303,pva,8,2,12882,1661,developer
201304,pva,14,2,12896,1663,developer
201305,pva,49,9,12945,1672,developer
201306,pva,,3,12945,1675,developer
201307,pva,17,1,12962,1676,developer
201308,pva,12,,12974,1676,developer
201309,pva,19,3,12993,1679,developer
201310,pva,8,1,13001,1680,developer
201401,pva,3,3,13004,1683,developer
200409,codergeek42,,1,0,1,recruit
200411,codergeek42,,2,0,3,recruit
200412,codergeek42,,1,0,4,recruit
200501,codergeek42,,1,0,5,recruit
200502,codergeek42,,1,0,6,recruit
200505,codergeek42,,1,0,7,recruit
200511,codergeek42,,1,0,8,recruit
200512,codergeek42,,,0,8,developer
200710,codergeek42,,,0,8,retired
200507,wrobel,,1,0,1,recruit
200512,wrobel,,,0,1,developer
200601,wrobel,111,4,111,5,developer
200602,wrobel,58,2,169,7,developer
200603,wrobel,66,14,235,21,developer
200604,wrobel,21,4,256,25,developer
200605,wrobel,39,2,295,27,developer
200606,wrobel,63,5,358,32,developer
200607,wrobel,24,2,382,34,developer
200608,wrobel,2,2,384,36,developer
200609,wrobel,20,4,404,40,developer
200610,wrobel,2,2,406,42,developer
200611,wrobel,23,2,429,44,developer
200612,wrobel,,11,429,55,developer
200701,wrobel,40,5,469,60,developer
200702,wrobel,2,,471,60,developer
200703,wrobel,,1,471,61,developer
200704,wrobel,8,8,479,69,developer
200705,wrobel,18,1,497,70,developer
200706,wrobel,4,,501,70,developer
200707,wrobel,2,,503,70,developer
200708,wrobel,110,7,613,77,developer
200709,wrobel,171,17,784,94,developer
200710,wrobel,137,14,921,108,developer
200711,wrobel,5,6,926,114,developer
200712,wrobel,83,8,1009,122,developer
200801,wrobel,126,12,1135,134,developer
200802,wrobel,88,3,1223,137,developer
200804,wrobel,21,6,1244,143,developer
200805,wrobel,34,10,1278,153,developer
200806,wrobel,68,9,1346,162,developer
200807,wrobel,39,,1385,162,developer
200808,wrobel,100,10,1485,172,developer
200809,wrobel,122,12,1607,184,developer
200810,wrobel,97,10,1704,194,developer
200811,wrobel,30,10,1734,204,developer
200812,wrobel,88,11,1822,215,developer
200901,wrobel,15,3,1837,218,developer
200904,wrobel,,1,1837,219,developer
200910,wrobel,,1,1837,220,developer
201007,wrobel,,,1837,220,retired
201203,wrobel,,1,1837,221,retired
201308,wrobel,,1,1837,222,retired
200601,sirseoman,16,,16,0,developer
200602,sirseoman,17,,33,0,developer
200603,sirseoman,16,,49,0,developer
200604,sirseoman,10,,59,0,developer
200605,sirseoman,14,,73,0,developer
200606,sirseoman,14,,87,0,developer
200607,sirseoman,14,,101,0,developer
200608,sirseoman,16,,117,0,developer
200609,sirseoman,16,,133,0,developer
200610,sirseoman,10,,143,0,developer
200611,sirseoman,13,,156,0,developer
200612,sirseoman,9,,165,0,developer
200701,sirseoman,14,,179,0,developer
200702,sirseoman,9,,188,0,developer
200703,sirseoman,7,,195,0,developer
200704,sirseoman,18,,213,0,developer
200705,sirseoman,11,,224,0,developer
200706,sirseoman,2,,226,0,developer
200708,sirseoman,19,,245,0,developer
200709,sirseoman,19,,264,0,developer
200710,sirseoman,9,,273,0,developer
200711,sirseoman,3,,276,0,developer
200801,sirseoman,17,,293,0,developer
200803,sirseoman,7,,300,0,developer
200805,sirseoman,4,,304,0,developer
200806,sirseoman,2,,306,0,developer
201007,sirseoman,,,306,0,retired
200410,yvasilev,,1,0,1,recruit
200601,yvasilev,,,0,1,developer
200603,yvasilev,69,,69,1,developer
200605,yvasilev,6,1,75,2,developer
200606,yvasilev,80,5,155,7,developer
200607,yvasilev,9,2,164,9,developer
200608,yvasilev,58,2,222,11,developer
200610,yvasilev,4,1,226,12,developer
200611,yvasilev,3,,229,12,developer
200703,yvasilev,3,,232,12,developer
200704,yvasilev,8,,240,12,developer
200802,yvasilev,56,2,296,14,developer
200805,yvasilev,17,1,313,15,developer
200806,yvasilev,3,1,316,16,developer
200807,yvasilev,3,2,319,18,developer
200808,yvasilev,16,3,335,21,developer
200810,yvasilev,6,,341,21,developer
200812,yvasilev,3,,344,21,developer
200902,yvasilev,6,,350,21,developer
200904,yvasilev,4,1,354,22,developer
200905,yvasilev,3,,357,22,developer
200906,yvasilev,4,,361,22,developer
200908,yvasilev,4,,365,22,developer
200909,yvasilev,3,,368,22,developer
200910,yvasilev,3,,371,22,developer
200911,yvasilev,15,1,386,23,developer
200912,yvasilev,9,3,395,26,developer
201001,yvasilev,11,2,406,28,developer
201002,yvasilev,4,3,410,31,developer
201004,yvasilev,12,2,422,33,developer
201005,yvasilev,4,1,426,34,developer
201006,yvasilev,9,,435,34,developer
201007,yvasilev,3,1,438,35,developer
201008,yvasilev,3,,441,35,developer
201012,yvasilev,3,,444,35,developer
201102,yvasilev,9,,453,35,developer
201104,yvasilev,3,,456,35,developer
