date,developer,commits,bugs,total_commits,total_bugs,hr
200612,mascherpa,18,,348,74,developer
200701,mascherpa,7,7,355,81,developer
200702,mascherpa,34,13,389,94,developer
200703,mascherpa,57,14,446,108,developer
200704,mascherpa,4,3,450,111,developer
200705,mascherpa,142,,592,111,developer
200706,mascherpa,11,,603,111,retired
200511,thunder,1,,1,0,developer
200603,thunder,7,,8,0,developer
200607,thunder,,1,8,1,developer
200801,thunder,,,8,1,retired
200007,achim,5,,5,0,developer
200008,achim,1162,,1167,0,developer
200009,achim,462,,1629,0,developer
200010,achim,982,,2611,0,developer
200011,achim,1515,,4126,0,developer
200012,achim,891,,5017,0,developer
200101,achim,784,,5801,0,developer
200102,achim,659,,6460,0,developer
200103,achim,493,,6953,0,developer
200104,achim,2645,,9598,0,developer
200105,achim,978,,10576,0,developer
200106,achim,1272,,11848,0,developer
200107,achim,197,,12045,0,developer
200108,achim,271,,12316,0,developer
200109,achim,4,,12320,0,developer
200110,achim,26,,12346,0,developer
200111,achim,114,,12460,0,developer
200207,achim,3,,12463,0,developer
200208,achim,12,,12475,0,developer
200302,achim,,,12475,0,retired
200311,acooks,,32,0,32,recruit
200312,acooks,,34,0,66,recruit
200401,acooks,,22,0,88,developer
200402,acooks,,6,0,94,retired
200403,acooks,,1,0,95,retired
200406,acooks,,1,0,96,retired
200407,acooks,,1,0,97,retired
200409,acooks,,1,0,98,retired
200410,acooks,,1,0,99,retired
200504,acooks,,1,0,100,retired
200601,acooks,,1,0,101,retired
200711,acooks,,1,0,102,retired
200912,acooks,,1,0,103,retired
200402,aescriva,,1,0,1,recruit
200403,aescriva,2,5,2,6,developer
200404,aescriva,2,2,4,8,retired
200202,agenkin,43,9,43,9,developer
200203,agenkin,48,6,91,15,developer
200204,agenkin,96,12,187,27,developer
200205,agenkin,221,37,408,64,developer
200206,agenkin,45,7,453,71,developer
200207,agenkin,76,17,529,88,developer
200208,agenkin,86,14,615,102,developer
200209,agenkin,56,8,671,110,developer
200210,agenkin,97,10,768,120,developer
200211,agenkin,108,24,876,144,developer
200212,agenkin,119,40,995,184,developer
200301,agenkin,78,8,1073,192,developer
200302,agenkin,122,3,1195,195,developer
200303,agenkin,198,41,1393,236,developer
200304,agenkin,75,14,1468,250,developer
200305,agenkin,53,9,1521,259,developer
200306,agenkin,44,6,1565,265,developer
200307,agenkin,132,12,1697,277,developer
200308,agenkin,42,9,1739,286,developer
200309,agenkin,18,5,1757,291,developer
200310,agenkin,74,4,1831,295,developer
200311,agenkin,9,1,1840,296,developer
200312,agenkin,12,3,1852,299,developer
200401,agenkin,1,,1853,299,retired
200404,agenkin,,1,1853,300,retired
200405,agenkin,,1,1853,301,retired
201103,agenkin,,1,1853,302,retired
200202,aiken,,,0,0,developer
200306,aiken,,1,0,1,retired
200211,alron,41,1,41,1,developer
200212,alron,24,,65,1,developer
200301,alron,31,1,96,2,developer
200302,alron,68,1,164,3,developer
200303,alron,28,2,192,5,developer
200304,alron,26,,218,5,developer
200305,alron,42,,260,5,developer
200306,alron,68,10,328,15,retired
200302,antifa,12,2,12,2,developer
200303,antifa,4,1,16,3,developer
200304,antifa,3,,19,3,developer
200305,antifa,8,3,27,6,developer
200306,antifa,10,5,37,11,developer
200307,antifa,18,8,55,19,retired
200308,antifa,2,,57,19,retired
200609,antifa,,1,57,20,retired
200403,archaelus,,,0,0,joinpart
200811,archaelus,,1,0,1,retired
200207,bartelt,,,0,0,developer
200210,bartelt,10,,10,0,developer
200212,bartelt,,1,10,1,developer
200702,bartelt,,,10,1,retired
200209,bjb,288,1,288,1,developer
200210,bjb,321,,609,1,developer
200211,bjb,6,1,615,2,developer
200212,bjb,1001,2,1616,4,developer
200301,bjb,40,,1656,4,developer
200302,bjb,1,,1657,4,retired
200303,blademan,,,0,0,developer
200304,blademan,9,,9,0,developer
200306,blademan,9,6,18,6,developer
200307,blademan,,1,18,7,developer
200309,blademan,,3,18,10,developer
200310,blademan,,1,18,11,developer
200311,blademan,,,18,11,retired
200207,blizzy,195,,195,0,developer
200208,blizzy,93,,288,0,developer
200209,blizzy,20,,308,0,developer
200210,blizzy,247,,555,0,developer
200211,blizzy,134,,689,0,developer
200212,blizzy,1870,,2559,0,developer
200301,blizzy,89,,2648,0,retired
200107,blocke,28,,28,0,developer
200108,blocke,14,,42,0,developer
200109,blocke,39,,81,0,developer
200110,blocke,6,,87,0,developer
200111,blocke,9,,96,0,developer
200112,blocke,7,,103,0,developer
200201,blocke,76,11,179,11,developer
200202,blocke,111,22,290,33,developer
200203,blocke,197,29,487,62,developer
200204,blocke,91,7,578,69,developer
200205,blocke,108,14,686,83,developer
200206,blocke,141,2,827,85,developer
200207,blocke,54,4,881,89,developer
200208,blocke,74,8,955,97,developer
200209,blocke,51,5,1006,102,developer
200210,blocke,33,7,1039,109,developer
200211,blocke,42,17,1081,126,developer
200301,blocke,,2,1081,128,developer
200302,blocke,52,5,1133,133,retired
200304,blocke,,2,1133,135,retired
200310,patrick,,1,0,1,recruit
200404,patrick,,,0,1,developer
200409,patrick,,3,0,4,developer
200412,patrick,,2,0,6,developer
200501,patrick,,1,0,7,developer
200502,patrick,,2,0,9,developer
200504,patrick,,1,0,10,developer
200509,patrick,,8,0,18,developer
200603,patrick,,2,0,20,developer
200604,patrick,,2,0,22,developer
200609,patrick,,1,0,23,developer
200610,patrick,,1,0,24,retired
200810,patrick,,,0,24,developer
200811,patrick,93,6,93,30,developer
200812,patrick,63,40,156,70,developer
200901,patrick,437,50,593,120,developer
200902,patrick,367,72,960,192,developer
200903,patrick,393,95,1353,287,developer
200904,patrick,821,145,2174,432,developer
200905,patrick,60,23,2234,455,developer
200906,patrick,360,80,2594,535,developer
200907,patrick,71,22,2665,557,developer
200908,patrick,132,40,2797,597,developer
200909,patrick,2686,125,5483,722,developer
200910,patrick,548,62,6031,784,developer
200911,patrick,320,92,6351,876,developer
200912,patrick,107,21,6458,897,developer
201001,patrick,385,104,6843,1001,developer
201002,patrick,331,57,7174,1058,developer
201003,patrick,260,42,7434,1100,developer
201004,patrick,65,10,7499,1110,developer
201005,patrick,137,26,7636,1136,developer
201006,patrick,931,54,8567,1190,developer
201007,patrick,141,21,8708,1211,developer
201008,patrick,83,20,8791,1231,developer
201009,patrick,234,7,9025,1238,developer
201010,patrick,44,9,9069,1247,developer
201011,patrick,121,17,9190,1264,developer
201012,patrick,31,7,9221,1271,developer
201101,patrick,131,16,9352,1287,developer
201102,patrick,51,8,9403,1295,developer
201103,patrick,55,8,9458,1303,developer
201104,patrick,86,10,9544,1313,developer
201105,patrick,13,1,9557,1314,developer
201106,patrick,10,2,9567,1316,developer
201107,patrick,151,32,9718,1348,developer
201108,patrick,156,24,9874,1372,developer
201109,patrick,75,2,9949,1374,developer
201110,patrick,53,19,10002,1393,developer
201111,patrick,12,3,10014,1396,developer
201112,patrick,202,54,10216,1450,developer
201201,patrick,43,5,10259,1455,developer
201202,patrick,1491,88,11750,1543,developer
201203,patrick,1392,66,13142,1609,developer
201204,patrick,271,24,13413,1633,developer
201205,patrick,253,18,13666,1651,developer
201206,patrick,227,13,13893,1664,developer
201207,patrick,111,11,14004,1675,developer
201208,patrick,431,16,14435,1691,developer
201209,patrick,83,3,14518,1694,developer
201210,patrick,617,10,15135,1704,developer
201211,patrick,329,12,15464,1716,developer
201212,patrick,123,7,15587,1723,developer
201301,patrick,474,42,16061,1765,developer
201302,patrick,300,25,16361,1790,developer
201303,patrick,370,24,16731,1814,developer
201304,patrick,432,25,17163,1839,developer
201305,patrick,869,21,18032,1860,developer
201306,patrick,339,9,18371,1869,developer
201307,patrick,430,9,18801,1878,developer
201308,patrick,1445,17,20246,1895,developer
201309,patrick,813,14,21059,1909,developer
201310,patrick,307,4,21366,1913,developer
201311,patrick,395,6,21761,1919,developer
201312,patrick,287,10,22048,1929,developer
201401,patrick,389,8,22437,1937,developer
201402,patrick,172,12,22609,1949,developer
201403,patrick,179,1,22788,1950,developer
201404,patrick,8,,22796,1950,developer
200310,brad_mssw,467,,467,0,developer
200311,brad_mssw,478,,945,0,developer
200312,brad_mssw,554,,1499,0,developer
200401,brad_mssw,363,,1862,0,developer
200402,brad_mssw,685,,2547,0,developer
200403,brad_mssw,15,,2562,0,retired
200304,brain,83,38,83,38,developer
200305,brain,20,12,103,50,developer
200306,brain,8,1,111,51,developer
200307,brain,149,9,260,60,developer
200308,brain,,1,260,61,developer
200309,brain,,3,260,64,developer
200310,brain,,1,260,65,developer
200311,brain,,1,260,66,retired
200203,carl,,,0,0,developer
200303,carl,8,5,8,5,developer
200403,carl,,1,8,6,developer
201001,carl,,,8,6,retired
200109,chouser,17,,17,0,developer
200111,chouser,5,,22,0,developer
200112,chouser,19,,41,0,developer
200201,chouser,9,,50,0,developer
200202,chouser,39,4,89,4,developer
200203,chouser,9,,98,4,developer
200208,chouser,8,,106,4,developer
200209,chouser,3,,109,4,developer
200210,chouser,10,,119,4,developer
200211,chouser,3,,122,4,developer
200212,chouser,4,,126,4,developer
200301,chouser,12,1,138,5,developer
200304,chouser,9,1,147,6,developer
200309,chouser,5,,152,6,retired
200403,condordes,1,,1,0,developer
200404,condordes,6,10,7,10,developer
200405,condordes,1,1,8,11,developer
200406,condordes,1,2,9,13,developer
200407,condordes,2,2,11,15,developer
200408,condordes,5,3,16,18,developer
200409,condordes,1,1,17,19,retired
200204,daybird,6,,6,0,developer
200205,daybird,77,,83,0,developer
200206,daybird,27,2,110,2,developer
200211,daybird,,,110,2,retired
200206,doctomoe,29,5,29,5,developer
200209,doctomoe,23,1,52,6,developer
200210,doctomoe,6,1,58,7,developer
200211,doctomoe,18,1,76,8,developer
200212,doctomoe,48,2,124,10,developer
200301,doctomoe,26,,150,10,developer
200302,doctomoe,15,,165,10,developer
200303,doctomoe,54,,219,10,retired
200205,edolnx,7,,7,0,developer
200207,edolnx,5,,12,0,developer
200208,edolnx,4,,16,0,developer
200211,edolnx,2,,18,0,developer
200302,edolnx,4,,22,0,developer
200303,edolnx,15,1,37,1,developer
200304,edolnx,,1,37,2,developer
200306,edolnx,10,,47,2,developer
200307,edolnx,,,47,2,developer
200311,edolnx,,1,47,3,developer
200304,frogger,73,,73,0,developer
200305,frogger,14,,87,0,developer
200306,frogger,19,,106,0,developer
200307,frogger,48,,154,0,developer
200308,frogger,44,,198,0,developer
200309,frogger,14,,212,0,developer
200310,frogger,21,,233,0,developer
200311,frogger,9,,242,0,retired
200312,frogger,4,,246,0,retired
200112,gbevin,162,,162,0,developer
200201,gbevin,375,46,537,46,developer
200202,gbevin,1620,22,2157,68,developer
200203,gbevin,501,7,2658,75,developer
200204,gbevin,312,8,2970,83,retired
200209,gbevin,,1,2970,84,retired
200210,gbevin,,2,2970,86,retired
200211,gbevin,,1,2970,87,retired
200302,gbevin,,1,2970,88,retired
200304,gbevin,,1,2970,89,retired
200308,gbevin,,1,2970,90,retired
200206,gerk,117,19,117,19,developer
200207,gerk,406,24,523,43,developer
200208,gerk,440,22,963,65,developer
200209,gerk,65,8,1028,73,developer
200210,gerk,193,7,1221,80,developer
200211,gerk,125,3,1346,83,developer
200212,gerk,76,7,1422,90,developer
200301,gerk,81,12,1503,102,developer
200302,gerk,273,9,1776,111,developer
200303,gerk,83,15,1859,126,retired
200304,gerk,,5,1859,131,retired
200307,gerk,,1,1859,132,retired
200310,gerk,,6,1859,138,retired
200403,gerk,,2,1859,140,retired
200106,hallski,301,,301,0,developer
200107,hallski,204,,505,0,developer
200108,hallski,464,,969,0,developer
200109,hallski,228,,1197,0,developer
200110,hallski,946,,2143,0,developer
200111,hallski,435,,2578,0,developer
200112,hallski,105,,2683,0,developer
200201,hallski,256,70,2939,70,developer
200204,hallski,,,2939,70,retired
200310,hallski,,1,2939,71,retired
200304,heim,12,2,12,2,developer
200305,heim,19,5,31,7,developer
200307,heim,4,,35,7,developer
200308,heim,6,,41,7,retired
200309,jake,,1,0,1,recruit
200401,jake,,,0,1,developer
200402,jake,49,2,49,3,retired
200504,jake,,1,49,4,retired
200411,jakub,,1,0,1,recruit
200501,jakub,,1,0,2,recruit
200502,jakub,,2,0,4,recruit
200503,jakub,,1,0,5,recruit
200504,jakub,,130,0,135,recruit
200505,jakub,,274,0,409,recruit
200506,jakub,,378,0,787,developer
200507,jakub,,457,0,1244,developer
200508,jakub,,494,0,1738,developer
200509,jakub,,409,0,2147,developer
200510,jakub,,274,0,2421,developer
200511,jakub,,401,0,2822,developer
200512,jakub,,634,0,3456,developer
200601,jakub,,755,0,4211,developer
200602,jakub,,728,0,4939,developer
200603,jakub,,702,0,5641,developer
200604,jakub,,682,0,6323,developer
200605,jakub,,710,0,7033,developer
200606,jakub,,694,0,7727,developer
200607,jakub,,856,0,8583,developer
200608,jakub,,757,0,9340,developer
200609,jakub,,951,0,10291,developer
200610,jakub,,882,0,11173,developer
200611,jakub,,826,0,11999,developer
200612,jakub,,727,0,12726,developer
200701,jakub,,785,0,13511,developer
200702,jakub,,689,0,14200,developer
200703,jakub,,695,0,14895,developer
200704,jakub,,354,0,15249,developer
200705,jakub,,424,0,15673,developer
200706,jakub,,456,0,16129,developer
200707,jakub,,501,0,16630,developer
200708,jakub,,574,0,17204,developer
200709,jakub,,633,0,17837,developer
200710,jakub,,485,0,18322,developer
200711,jakub,,469,0,18791,developer
200712,jakub,,458,0,19249,developer
200801,jakub,,432,0,19681,developer
200802,jakub,,648,0,20329,developer
200803,jakub,,388,0,20717,developer
200804,jakub,,32,0,20749,developer
200805,jakub,,21,0,20770,developer
200806,jakub,,26,0,20796,developer
200807,jakub,,17,0,20813,developer
200808,jakub,,19,0,20832,developer
200809,jakub,,10,0,20842,developer
200810,jakub,,11,0,20853,retired
200811,jakub,,9,0,20862,retired
200812,jakub,,10,0,20872,retired
200901,jakub,,10,0,20882,retired
200902,jakub,,11,0,20893,retired
200903,jakub,,9,0,20902,retired
200904,jakub,,13,0,20915,retired
200905,jakub,,15,0,20930,retired
200906,jakub,,4,0,20934,retired
200907,jakub,,15,0,20949,retired
200908,jakub,,12,0,20961,retired
200909,jakub,,6,0,20967,retired
200910,jakub,,8,0,20975,retired
200911,jakub,,4,0,20979,retired
200912,jakub,,8,0,20987,retired
201001,jakub,,5,0,20992,retired
201002,jakub,,4,0,20996,retired
201003,jakub,,5,0,21001,retired
201004,jakub,,2,0,21003,retired
201006,jakub,,3,0,21006,retired
201007,jakub,,7,0,21013,retired
201008,jakub,,2,0,21015,retired
201009,jakub,,3,0,21018,retired
201010,jakub,,2,0,21020,retired
201011,jakub,,1,0,21021,retired
201012,jakub,,2,0,21023,retired
201101,jakub,,2,0,21025,retired
201102,jakub,,1,0,21026,retired
201103,jakub,,1,0,21027,retired
201104,jakub,,1,0,21028,retired
201105,jakub,,2,0,21030,retired
201106,jakub,,2,0,21032,retired
201107,jakub,,3,0,21035,retired
201108,jakub,,2,0,21037,retired
201109,jakub,,4,0,21041,retired
201110,jakub,,1,0,21042,retired
201201,jakub,,5,0,21047,retired
201202,jakub,,2,0,21049,retired
201203,jakub,,3,0,21052,retired
201204,jakub,,5,0,21057,retired
201206,jakub,,3,0,21060,retired
201207,jakub,,1,0,21061,retired
201209,jakub,,2,0,21063,retired
201210,jakub,,4,0,21067,retired
201212,jakub,,1,0,21068,retired
201301,jakub,,1,0,21069,retired
201302,jakub,,5,0,21074,retired
201304,jakub,,3,0,21077,retired
201305,jakub,,2,0,21079,retired
201306,jakub,,4,0,21083,retired
201307,jakub,,3,0,21086,retired
201308,jakub,,1,0,21087,retired
201309,jakub,,1,0,21088,retired
201310,jakub,,1,0,21089,retired
200205,jayskwak,19,,19,0,developer
200206,jayskwak,7,,26,0,developer
200207,jayskwak,23,,49,0,developer
200208,jayskwak,1,,50,0,developer
200301,jayskwak,9,,59,0,developer
200303,jayskwak,6,,65,0,developer
200306,jayskwak,5,,70,0,developer
200307,jayskwak,8,,78,0,developer
200310,jayskwak,8,1,86,1,developer
200311,jayskwak,10,2,96,3,developer
200401,jayskwak,6,1,102,4,developer
200402,jayskwak,5,,107,4,developer
200404,jayskwak,4,1,111,5,retired
200302,jje,3,1,3,1,developer
200303,jje,136,31,139,32,developer
200304,jje,60,13,199,45,developer
200305,jje,311,31,510,76,developer
200306,jje,71,15,581,91,developer
200307,jje,129,26,710,117,developer
200308,jje,132,32,842,149,developer
200309,jje,236,57,1078,206,developer
200310,jje,7,3,1085,209,developer
200311,jje,,1,1085,210,developer
200401,jje,7,1,1092,211,retired
200402,jje,,1,1092,212,retired
200403,jje,,2,1092,214,retired
200410,jje,,1,1092,215,retired
200708,jje,,1,1092,216,retired
200210,jrray,26,1,26,1,developer
200211,jrray,59,2,85,3,developer
200212,jrray,31,2,116,5,developer
200301,jrray,62,10,178,15,developer
200302,jrray,27,5,205,20,developer
200303,jrray,1,1,206,21,developer
200304,jrray,,5,206,26,developer
200305,jrray,15,3,221,29,retired
200310,jrray,,2,221,31,retired
200311,jrray,,1,221,32,retired
200312,jrray,,1,221,33,retired
200401,lude,,1,0,1,joinpart
200209,mkeadle,15,3,15,3,developer
200210,mkeadle,70,10,85,13,developer
200211,mkeadle,143,22,228,35,developer
200212,mkeadle,110,17,338,52,developer
200301,mkeadle,11,1,349,53,developer
200302,mkeadle,13,9,362,62,developer
200303,mkeadle,6,1,368,63,developer
200304,mkeadle,6,7,374,70,developer
200305,mkeadle,19,10,393,80,developer
200306,mkeadle,139,30,532,110,retired
200310,mkeadle,,3,532,113,retired
200408,mkeadle,,1,532,114,retired
200304,mksoft,30,,30,0,developer
200305,mksoft,13,1,43,1,developer
200306,mksoft,10,,53,1,developer
200308,mksoft,7,3,60,4,developer
200309,mksoft,5,,65,4,developer
200310,mksoft,3,1,68,5,developer
200311,mksoft,19,1,87,6,developer
200312,mksoft,16,1,103,7,developer
200401,mksoft,28,1,131,8,developer
200402,mksoft,45,,176,8,developer
200403,mksoft,52,,228,8,developer
200404,mksoft,11,1,239,9,developer
200405,mksoft,3,1,242,10,retired
200303,natey,,,0,0,developer
200304,natey,5,2,5,2,developer
200306,natey,17,,22,2,retired
200203,peesh,,,0,0,developer
200303,peesh,17,10,17,10,developer
200304,peesh,14,4,31,14,developer
200306,peesh,14,7,45,21,retired
200310,peesh,,1,45,22,retired
200301,piglet,,,0,0,developer
200402,piglet,,1,0,1,developer
200403,piglet,,,0,1,retired
200204,prez,10,,10,0,developer
200205,prez,61,2,71,2,developer
200206,prez,28,,99,2,developer
200208,prez,19,1,118,3,developer
200209,prez,8,,126,3,developer
200210,prez,8,,134,3,developer
200212,prez,13,1,147,4,developer
200301,prez,7,1,154,5,developer
200302,prez,3,,157,5,developer
200304,prez,67,,224,5,developer
200305,prez,115,3,339,8,developer
200306,prez,22,1,361,9,developer
200307,prez,1,,362,9,developer
200308,prez,13,,375,9,developer
200309,prez,4,,379,9,developer
200310,prez,7,,386,9,developer
200311,prez,16,,402,9,retired
200207,raker,307,,307,0,developer
200208,raker,247,,554,0,developer
200209,raker,339,,893,0,developer
200210,raker,311,,1204,0,developer
200211,raker,186,,1390,0,developer
200212,raker,218,,1608,0,developer
200301,raker,425,,2033,0,developer
200302,raker,327,,2360,0,developer
200306,raker,184,,2544,0,developer
200307,raker,795,,3339,0,developer
200308,raker,6,,3345,0,developer
200310,raker,191,,3536,0,developer
200311,raker,3,,3539,0,developer
200401,raker,180,,3719,0,developer
200402,raker,12,,3731,0,developer
200403,raker,18,,3749,0,developer
200404,raker,20,,3769,0,developer
200405,raker,5,,3774,0,developer
200406,raker,64,,3838,0,retired
200309,schlesi,,1,0,1,recruit
200310,schlesi,,1,0,2,recruit
200402,schlesi,,1,0,3,recruit
200404,schlesi,,1,0,4,recruit
200406,schlesi,,,0,4,joinpart
200403,steel300,,1,0,1,developer
200404,steel300,103,92,103,93,developer
200405,steel300,38,4,141,97,developer
200406,steel300,,14,141,111,retired
200407,steel300,,2,141,113,retired
200409,steel300,,1,141,114,retired
200410,steel300,,1,141,115,retired
200505,steel300,,1,141,116,retired
200209,stocke2,6,1,6,1,developer
200210,stocke2,14,,20,1,developer
200211,stocke2,60,7,80,8,developer
200212,stocke2,10,3,90,11,developer
200301,stocke2,10,8,100,19,developer
200302,stocke2,1,1,101,20,retired
200303,stocke2,,1,101,21,retired
200210,strider,,3,0,3,recruit
200211,strider,86,15,86,18,developer
200212,strider,139,21,225,39,developer
200301,strider,,2,225,41,developer
200302,strider,7,,232,41,developer
200303,strider,23,12,255,53,developer
200304,strider,88,5,343,58,developer
200305,strider,16,,359,58,developer
200306,strider,11,2,370,60,developer
200307,strider,185,6,555,66,developer
200308,strider,169,21,724,87,developer
200309,strider,77,16,801,103,developer
200310,strider,97,18,898,121,developer
200311,strider,107,26,1005,147,developer
200312,strider,119,11,1124,158,developer
200401,strider,349,20,1473,178,developer
200402,strider,158,15,1631,193,retired
200203,styx,,2,0,2,recruit
200206,styx,5,2,5,4,developer
200208,styx,37,6,42,10,developer
200209,styx,6,1,48,11,developer
200210,styx,3,1,51,12,developer
200211,styx,6,,57,12,developer
200212,styx,31,3,88,15,developer
200301,styx,19,3,107,18,developer
200302,styx,19,2,126,20,developer
200303,styx,1,,127,20,developer
200305,styx,,,127,20,retired
200206,sunflare,26,,26,0,developer
200207,sunflare,81,,107,0,developer
200208,sunflare,11,,118,0,developer
200209,sunflare,10,,128,0,developer
200210,sunflare,7,,135,0,developer
200211,sunflare,2,,137,0,developer
200212,sunflare,12,,149,0,developer
200301,sunflare,8,,157,0,developer
200303,sunflare,3,,160,0,developer
200304,sunflare,3,,163,0,developer
200306,sunflare,5,,168,0,developer
200307,sunflare,2,,170,0,retired
200206,tad,,,0,0,developer
200212,tad,5,,5,0,developer
200301,tad,24,,29,0,developer
200302,tad,17,,46,0,developer
200303,tad,22,,68,0,developer
200304,tad,16,,84,0,developer
200306,tad,109,,193,0,developer
200308,tad,18,,211,0,developer
200309,tad,58,,269,0,developer
200311,tad,50,,319,0,developer
200401,tad,42,,361,0,developer
200403,tad,46,,407,0,retired
200502,tad,,1,407,1,retired
200204,tberman,,,0,0,developer
200304,tberman,79,10,79,10,developer
200305,tberman,172,31,251,41,developer
200306,tberman,57,5,308,46,developer
200307,tberman,109,2,417,48,developer
200308,tberman,3,2,420,50,developer
200311,tberman,13,5,433,55,developer
200312,tberman,16,7,449,62,developer
200401,tberman,,1,449,63,developer
200402,tberman,48,7,497,70,developer
200403,tberman,21,5,518,75,developer
200404,tberman,,1,518,76,retired
200409,tberman,,1,518,77,retired
200201,tod,19,5,19,5,developer
200202,tod,68,13,87,18,developer
200203,tod,51,12,138,30,developer
200204,tod,31,7,169,37,developer
200205,tod,3,4,172,41,developer
200209,tod,,1,172,42,developer
200210,tod,,3,172,45,developer
200304,tod,,1,172,46,developer
200404,tod,,,172,46,retired
200206,trance,4,,4,0,developer
200207,trance,16,2,20,2,developer
200208,trance,13,2,33,4,developer
200209,trance,12,1,45,5,developer
200210,trance,1,1,46,6,developer
200211,trance,7,,53,6,developer
200307,trance,5,,58,6,developer
200308,trance,3,,61,6,developer
200309,trance,11,,72,6,developer
200310,trance,1,,73,6,developer
200311,trance,10,1,83,7,developer
200312,trance,4,1,87,8,developer
200401,trance,7,3,94,11,developer
200402,trance,,,94,11,retired
200304,utx,43,11,43,11,developer
200305,utx,64,4,107,15,developer
200306,utx,14,1,121,16,developer
200307,utx,11,1,132,17,developer
200308,utx,14,1,146,18,retired
200310,utx,,2,146,20,retired
200312,utx,,1,146,21,retired
200302,vitaminmoo,,,0,0,developer
200303,vitaminmoo,,11,0,11,developer
200304,vitaminmoo,,14,0,25,developer
200305,vitaminmoo,,5,0,30,developer
200306,vitaminmoo,,3,0,33,retired
200310,vitaminmoo,,4,0,37,retired
200603,vitaminmoo,,1,0,38,retired
200706,vitaminmoo,,1,0,39,retired
200805,vitaminmoo,,1,0,40,retired
200806,vitaminmoo,,1,0,41,retired
200304,yakina,7,1,7,1,developer
200305,yakina,28,1,35,2,developer
200306,yakina,103,6,138,8,developer
200307,yakina,5,1,143,9,developer
200308,yakina,5,,148,9,developer
200309,yakina,12,,160,9,developer
200312,yakina,,,160,9,retired
200212,yakmoose,4,,4,0,joinpart
200201,ykoehler,,2,0,2,recruit
200204,ykoehler,,2,0,4,recruit
200205,ykoehler,,1,0,5,recruit
200208,ykoehler,,1,0,6,recruit
200301,ykoehler,7,5,7,11,developer
200302,ykoehler,23,3,30,14,developer
200304,ykoehler,,1,30,15,developer
200307,ykoehler,18,3,48,18,retired
200305,zenkov,13,,13,0,developer
200306,zenkov,1,,14,0,retired
200210,zwelch,40,1,40,1,developer
200211,zwelch,44,3,84,4,developer
200212,zwelch,2,,86,4,developer
200302,zwelch,365,13,451,17,developer
200303,zwelch,179,17,630,34,developer
200304,zwelch,184,4,814,38,developer
200305,zwelch,79,4,893,42,developer
200306,zwelch,11,1,904,43,retired
200309,zwelch,,1,904,44,retired
200310,zwelch,,1,904,45,retired
200405,zwelch,,1,904,46,retired
200406,tchiwam,,,0,0,developer
200409,tchiwam,28,,28,0,developer
200410,tchiwam,,1,28,1,developer
200501,tchiwam,2,,30,1,developer
200507,tchiwam,,1,30,2,developer
200603,tchiwam,4,,34,2,developer
200604,tchiwam,14,,48,2,developer
200605,tchiwam,7,1,55,3,developer
200606,tchiwam,12,,67,3,developer
200608,tchiwam,58,2,125,5,developer
200609,tchiwam,,1,125,6,developer
200610,tchiwam,4,,129,6,developer
200612,tchiwam,18,4,147,10,developer
200701,tchiwam,34,,181,10,developer
200702,tchiwam,23,1,204,11,developer
200711,tchiwam,8,2,212,13,retired
200304,luke-jr,35,,35,0,developer
200305,luke-jr,11,,46,0,developer
200308,luke-jr,94,,140,0,developer
200309,luke-jr,32,,172,0,developer
200310,luke-jr,54,,226,0,developer
200311,luke-jr,46,,272,0,developer
200312,luke-jr,109,,381,0,retired
200412,jer,,1,0,1,recruit
200508,jer,,1,0,2,recruit
200511,jer,90,17,90,19,developer
200512,jer,73,4,163,23,developer
200601,jer,345,1,508,24,developer
200602,jer,128,4,636,28,developer
200603,jer,232,4,868,32,developer
200604,jer,86,,954,32,developer
200605,jer,36,1,990,33,developer
200606,jer,73,5,1063,38,developer
200607,jer,80,1,1143,39,developer
200608,jer,278,10,1421,49,developer
200609,jer,82,7,1503,56,developer
200610,jer,193,5,1696,61,developer
200611,jer,326,3,2022,64,developer
200612,jer,326,6,2348,70,developer
200701,jer,738,5,3086,75,developer
200702,jer,453,6,3539,81,developer
200703,jer,550,,4089,81,developer
200704,jer,467,13,4556,94,developer
200705,jer,945,10,5501,104,developer
200706,jer,447,10,5948,114,developer
200707,jer,622,12,6570,126,developer
200708,jer,934,5,7504,131,developer
200709,jer,1035,14,8539,145,developer
200710,jer,714,9,9253,154,developer
200711,jer,876,5,10129,159,developer
200712,jer,935,6,11064,165,developer
200801,jer,725,7,11789,172,developer
200802,jer,772,17,12561,189,developer
200803,jer,2267,19,14828,208,developer
200804,jer,788,52,15616,260,developer
200805,jer,1321,45,16937,305,developer
200806,jer,525,85,17462,390,developer
200807,jer,645,65,18107,455,developer
200808,jer,463,56,18570,511,developer
200809,jer,1008,98,19578,609,developer
200810,jer,505,78,20083,687,developer
200811,jer,541,126,20624,813,developer
200812,jer,408,66,21032,879,developer
200901,jer,471,124,21503,1003,developer
200902,jer,544,64,22047,1067,developer
200903,jer,900,41,22947,1108,developer
200904,jer,1383,54,24330,1162,developer
200905,jer,881,63,25211,1225,developer
200906,jer,1873,53,27084,1278,developer
200907,jer,961,21,28045,1299,developer
200908,jer,711,29,28756,1328,developer
200909,jer,762,28,29518,1356,developer
200910,jer,925,27,30443,1383,developer
200911,jer,822,40,31265,1423,developer
200912,jer,858,46,32123,1469,developer
201001,jer,2344,59,34467,1528,developer
201002,jer,691,78,35158,1606,developer
